C.Wt%,0.249,,eq.strain,eq.stress.MPa,,eq.stress.MPa,theta,,eq.stress.MPa,d.theta/d.stress,d.theta/d.stress(normalised),,eq.stress.MPa,relative.austenite.fraction
,,,0.003404199,439.0329331,,442.9819118,34794.72295,,446.630786,22.65145781,0.075504859,,,
,,,0.003434097,440.1136016,,444.3749895,33811.13065,,447.7697975,33.30134835,0.111004495,,,
,,,0.003454028,441.1003516,,446.0497616,31994.25566,,448.8951096,44.39699102,0.14798997,,,
,,,0.003493889,442.1108831,,447.3639423,30640.99029,,450.0109443,43.70851605,0.145695053,,,
,,,0.003513819,443.1475036,,447.9171492,30266.82825,,451.3883302,137.5039933,0.458346644,,,
,,,0.003553678,444.2203936,,449.1039561,29568.75305,,452.4480678,0.820188337,0.002733961,,,
,,,0.0036035,446.1514854,,450.1939986,28221.74753,,453.500577,31.40702467,0.104690082,,,
,,,0.003643355,447.1996986,,451.3141767,27699.7567,,454.6343706,57.79472577,0.192649086,,,
,,,0.003663282,448.1743475,,451.8616616,26890.2265,,455.7486065,80.39630171,0.267987672,,,
,,,0.003703135,449.1082025,,454.0434992,26038.02072,,456.8449455,78.57772206,0.26192574,,,
,,,0.003742986,450.0944041,,454.8219244,25738.09444,,457.9194442,67.92035998,0.2264012,,,
,,,0.003782836,451.1279797,,455.820879,24791.17579,,458.8761156,78.723744,0.26241248,,,
,,,0.00380276,452.0555425,,456.755492,23656.04301,,459.8292144,99.89587501,0.33298625,,,
,,,0.003882454,453.9886141,,457.6831097,23280.95864,,460.9280011,55.17835268,0.183927842,,,
,,,0.003912337,454.9183662,,459.2463373,22627.89613,,462.0479084,34.70629824,0.115687661,,,
,,,0.00395218,455.8278164,,460.1458371,22562.95199,,463.1936076,0.175867686,0.000586226,,,
,,,0.003992021,456.7373376,,461.0396518,22516.27641,,464.2816494,55.36187888,0.184539596,,,
,,,0.004031861,457.6469298,,461.6954573,22641.37473,,465.4065544,76.4143765,0.254714588,,,
,,,0.004101577,459.3123451,,462.5778823,22575.93868,,466.5633161,91.89502739,0.306316758,,,
,,,0.004141413,460.1225274,,463.5355413,22934.07798,,467.8906293,91.49049617,0.304968321,,,
,,,0.004181246,460.9950304,,465.8264629,22703.42243,,469.2498326,84.61836677,0.282061223,,,
,,,0.004211121,461.7260313,,466.7447745,22345.78036,,470.6339301,78.17801202,0.260593373,,,
,,,0.004250952,462.5986564,,467.906258,21582.15497,,471.8951605,55.31020448,0.184367348,,,
,,,0.004290781,463.4962553,,469.1689905,20821.6103,,473.1425399,30.29325123,0.100977504,,,
,,,0.004390348,465.7168961,,470.2143215,20118.58687,,474.3808252,16.27857025,0.054261901,,,
,,,0.004430172,466.816504,,471.3324738,18735.63736,,475.607543,10.23283333,0.034109444,,,
,,,0.00447995,467.958222,,473.7850621,16406.08387,,476.9360382,22.83488854,0.076116295,,,
,,,0.00453968,469.1047211,,474.7290077,15511.48312,,478.2444146,32.64968525,0.108832284,,,
,,,0.004589452,470.2466729,,476.0289053,14145.52316,,479.4105325,35.74837553,0.119161252,,,
,,,0.004649176,471.4058855,,476.9346074,13397.53758,,480.5626056,26.69731123,0.088991037,,,
,,,0.004788517,473.67185,,478.0524075,12415.51425,,481.6870871,24.0819534,0.080273178,,,
,,,0.004848228,474.8314867,,479.0832041,11490.00048,,482.8735577,27.4515245,0.091505082,,,
,,,0.004937789,475.9531324,,480.1674639,10892.28808,,484.0354827,26.60122201,0.08867074,,,
,,,0.005007442,477.06797,,482.229877,9735.810541,,485.1800895,28.32440102,0.09441467,,,
,,,0.005096988,478.0429185,,483.1986488,9201.978134,,486.302413,20.75185993,0.069172866,,,
,,,0.005186527,479.1027894,,484.1759096,8572.075544,,487.2798903,14.76388694,0.049212956,,,
,,,0.005286004,480.1451813,,485.0603651,8018.907486,,488.2236591,16.89042517,0.056301417,,,
,,,0.00548493,482.2031296,,486.0586804,7247.069811,,489.1320644,31.22773078,0.104092436,,,
,,,0.005584378,483.1812737,,487.7476458,6200.541708,,490.0912197,50.03308005,0.166776934,,,
,,,0.00569376,484.1669109,,488.6071029,5685.391642,,491.0347545,56.94656371,0.189821879,,,
,,,0.005803129,485.2001448,,489.403569,5227.154776,,491.8641523,58.72478838,0.195749295,,,
,,,0.005942309,486.0734656,,490.1347701,4957.336056,,492.6842942,48.88398926,0.162946631,,,
,,,0.006200736,487.7462054,,490.9589043,4574.687737,,493.481574,47.32273297,0.157742443,,,
,,,0.006349797,488.5002438,,491.6911013,4285.943311,,494.2684885,47.89631065,0.159654369,,,
,,,0.006498837,489.4042503,,492.3904085,3951.699797,,495.1296773,50.92988381,0.169766279,,,
,,,0.006647854,490.2460931,,493.8156413,3551.434802,,495.9938594,49.76823056,0.165894102,,,
,,,0.006826645,491.0004251,,494.5318477,3416.012528,,496.8721793,41.92399435,0.139746648,,,
,,,0.006995475,491.6751925,,495.2146753,3309.129641,,497.6972102,26.30475384,0.087682513,,,
,,,0.007174204,492.3425593,,495.8862367,3191.897966,,498.5258438,21.38562569,0.071285419,,,
,,,0.007561341,493.8325426,,496.6014618,3042.857904,,499.3719921,19.46334211,0.064877807,,,
,,,0.007769737,494.5652787,,497.2689644,2974.241809,,500.2426403,16.9333325,0.056444442,,,
,,,0.00797809,495.2107852,,498.7363018,2934.718434,,501.2498069,12.63719078,0.042123969,,,
,,,0.0081864,495.8815206,,499.5258003,2882.485535,,502.2743841,10.16785874,0.033892862,,,
,,,0.008424415,496.579769,,500.3293851,2835.684608,,503.2649471,7.564355693,0.025214519,,,
,,,0.008662373,497.3283233,,501.0982917,2814.076803,,504.2894154,8.353195177,0.027843984,,,
,,,0.009157938,498.7511249,,501.9940273,2791.995716,,505.3157585,9.168820631,0.030562735,,,
,,,0.009425441,499.4528313,,502.8582832,2768.643814,,506.3359738,7.90186138,0.026339538,,,
,,,0.009702775,500.2474383,,503.7573423,2725.57225,,507.3930147,9.55852584,0.031861753,,,
,,,0.009980033,501.2578207,,505.6132772,2668.889674,,508.6170336,8.377209893,0.027924033,,,
,,,0.010296805,502.0229806,,506.6229938,2635.44144,,509.8456329,7.678427166,0.025594757,,,
,,,0.010613477,502.8261203,,507.6045254,2635.557168,,510.9945843,5.861978948,0.01953993,,,
,,,0.010949831,503.7173546,,508.5162473,2697.209414,,512.1578854,3.574626913,0.011915423,,,
,,,0.011632084,505.6442679,,509.5449107,2696.686333,,513.3261119,2.313144411,0.007710481,,,
,,,0.011997738,506.5495183,,510.577334,2753.944333,,514.5037075,0.784507689,0.002615026,,,
,,,0.012373136,507.6661921,,511.5525201,2794.006383,,515.8307043,1.047136458,0.003490455,,,
,,,0.012738519,508.6730464,,513.7001452,2972.440398,,517.1844955,2.256421925,0.007521406,,,
,,,0.013133378,509.4845255,,514.8214714,3025.271927,,518.5421492,4.043622299,0.013478741,,,
,,,0.013518216,510.4397586,,515.9721617,3069.674445,,519.7654473,4.591145433,0.015303818,,,
,,,0.013873319,511.5363483,,517.0503771,3103.022162,,521.025594,4.082695151,0.013608984,,,
,,,0.014612712,513.8422902,,518.1314284,3132.354438,,522.2662743,3.267186903,0.010890623,,,
,,,0.014967427,514.7747483,,519.3031148,3196.873761,,523.5197133,3.919013333,0.013063378,,,
,,,0.015341712,515.9848306,,521.4532528,3290.242375,,524.8902008,2.820044936,0.00940015,,,
,,,0.015696168,517.0192281,,522.6108817,3307.496827,,526.283928,2.200969416,0.007336565,,,
,,,0.016050499,518.1802309,,523.7269009,3315.894413,,527.5652522,1.251882075,0.00417294,,,
,,,0.016414541,519.2714069,,524.8917357,3316.354572,,528.8220136,0.307725283,0.001025751,,,
,,,0.017083247,521.4274967,,526.0279994,3343.468973,,530.0811995,0.693820214,0.002312734,,,
,,,0.017427259,522.6238795,,527.1629886,3336.40367,,531.4789293,0.290908397,0.000969695,,,
,,,0.01776133,523.7552314,,528.3279428,3326.30503,,532.8704729,0.343824445,0.001146081,,,
,,,0.018105109,524.8519737,,530.6167239,3304.121782,,534.2861899,0.149805692,0.000499352,,,
,,,0.01844877,526.116068,,531.6962025,3314.399189,,535.6827049,0.282868115,0.000942894,,,
,,,0.018792313,527.1509539,,532.8703373,3344.21548,,536.9614384,1.184834575,0.003949449,,,
,,,0.019135738,528.3001788,,534.0078613,3362.641084,,538.2229263,1.735074802,0.005783583,,,
,,,0.019822235,530.5146179,,535.1714569,3354.974519,,539.4836618,0.599179363,0.001997265,,,
,,,0.020155506,531.8149519,,537.4224944,3353.422219,,540.8950974,0.160525531,0.000535085,,,
,,,0.020508261,532.9594151,,538.5950992,3358.828921,,542.2954488,0.37311167,0.001243706,,,
,,,0.020851097,533.9347318,,539.7986105,3375.062374,,543.5510933,0.91574321,0.003052477,,,
,,,0.021193816,535.0879042,,540.9409417,3383.487618,,544.8026467,1.422145888,0.004740486,,,
,,,0.021869118,537.4315417,,542.0503551,3358.347554,,546.0452276,0.394117629,0.001313725,,,
,,,0.022211488,538.6399608,,543.1996598,3339.599722,,547.3138836,0.079465682,0.000264886,,,
,,,0.022563518,539.892407,,544.2760173,3343.355193,,548.6812038,0.624806535,0.002082688,,,
,,,0.022905651,540.8688135,,546.5801289,3385.114049,,550.0493054,0.691162018,0.002303873,,,
,,,0.023237896,542.0232193,,547.6831445,3425.102294,,551.4207865,0.737685582,0.002458952,,,
,,,0.023579799,543.1683434,,548.8418448,3385.242837,,552.6599458,0.15893041,0.000529768,,,
,,,0.023902056,544.3060346,,549.9648998,3368.240125,,553.9062534,0.959177513,0.003197258,,,
,,,0.02458529,546.6376524,,551.0257767,3375.123023,,555.155246,0.653923738,0.002179746,,,
,,,0.024916978,547.6910666,,552.1537526,3385.712837,,556.3856257,0.344218987,0.001147397,,,
,,,0.025248556,548.7323425,,554.409438,3354.308555,,557.7404215,0.56126111,0.00187087,,,
,,,0.025580024,549.9039409,,555.5303101,3330.896544,,559.0815307,0.019644131,6.54804E-05,,,
,,,0.025891893,551.0756356,,556.6479269,3300.930886,,560.3331662,0.781999317,0.002606664,,,
,,,0.026223148,552.2867171,,557.7625567,3308.483096,,561.5625022,0.532263116,0.00177421,,,
,,,0.026895063,554.3291017,,558.8503429,3343.940139,,562.7737916,1.219502527,0.004065008,,,
,,,0.027235718,555.4812572,,559.9708549,3345.544494,,564.1038129,0.944463085,0.00314821,,,
,,,0.027576256,556.6493643,,561.0562215,3330.564995,,565.4345683,0.152620833,0.000508736,,,
,,,0.027916678,557.7900868,,563.2720808,3284.323232,,566.7697064,0.354436413,0.001181455,,,
,,,0.028237541,558.9078349,,564.3502646,3273.069508,,568.0976089,0.938774865,0.00312925,,,
,,,0.028577739,559.9732754,,565.4607486,3283.337341,,569.288722,0.140401614,0.000468005,,,
,,,0.02889839,560.9773579,,566.5672072,3284.512222,,570.4762194,1.170569941,0.0039019,,,
,,,0.029558802,563.2687977,,567.658193,3240.73964,,571.6466204,0.256178467,0.000853928,,,
,,,0.029888845,564.3567002,,569.7954538,3223.712704,,572.9644937,0.265125116,0.00088375,,,
,,,0.030228481,565.5938213,,570.8228792,3207.943993,,574.2759332,0.658152266,0.002193841,,,
,,,0.030568002,566.5452808,,571.8989901,3231.478205,,575.4523434,0.714874725,0.002382916,,,
,,,0.030907407,567.5509688,,572.9532093,3263.913159,,576.629228,1.636231947,0.005454106,,,
,,,0.031566494,569.7602787,,574.0442857,3226.118089,,577.7912432,0.760992486,0.002536642,,,
,,,0.031886189,570.8846335,,575.1060042,3200.243205,,579.0788166,0.599580645,0.001998602,,,
,,,0.032215464,571.9895184,,576.1034447,3205.826806,,580.3678975,1.083016842,0.003610056,,,
,,,0.032544631,572.9284803,,578.2995175,3200.614143,,581.6527572,0.886088749,0.002953629,,,
,,,0.032883367,573.9888162,,579.3776993,3193.667179,,582.932414,0.801389549,0.002671298,,,
,,,0.033212314,575.0441762,,580.4145764,3184.432705,,584.074445,1.685164372,0.005617215,,,
,,,0.033521813,576.1274311,,581.4719728,3167.580896,,585.22788,1.502927149,0.005009757,,,
,,,0.034198508,578.4061404,,582.4288256,3151.911141,,586.3922212,0.982790986,0.00327597,,,
,,,0.034536683,579.353924,,584.5378841,3182.773159,,587.653157,0.259688781,0.000865629,,,
,,,0.034865087,580.3479701,,585.5871021,3180.096669,,588.9059653,0.525981442,0.001753271,,,
,,,0.035203038,581.4765949,,586.5887845,3186.233442,,590.0284193,0.766379527,0.002554598,,,
,,,0.035511921,582.447656,,587.6399628,3176.020242,,591.1545205,0.658377342,0.002194591,,,
,,,0.036167981,584.5166408,,588.7258288,3156.152415,,592.2775472,0.645944267,0.002153148,,,
,,,0.03649585,585.5905443,,589.7686348,3115.445392,,593.3911358,1.304742155,0.004349141,,,
,,,0.036813973,586.6079134,,590.7669546,3095.602278,,594.610684,0.428516252,0.001428388,,,
,,,0.03714163,587.644342,,592.7654257,3062.443126,,595.8229184,1.034826233,0.003449421,,,
,,,0.037478812,588.6844195,,593.7591818,3050.86608,,597.034105,0.768461647,0.002561539,,,
,,,0.037806252,589.734839,,594.7393872,3054.062086,,598.1210314,0.362094404,0.001206981,,,
,,,0.038133584,590.8270409,,595.6720495,3041.919693,,599.2126568,0.818331785,0.002727773,,,
,,,0.038787927,592.8250169,,596.6668421,3062.860285,,600.3252398,1.094112019,0.00364704,,,
,,,0.039114938,593.7229313,,597.7066738,3086.301209,,601.5263179,0.135817873,0.000452726,,,
,,,0.039441843,594.6187264,,599.6753834,3017.899435,,602.7286739,0.586547808,0.001955159,,,
,,,0.03974942,595.7254549,,600.6582855,2995.511723,,603.9177545,0.577734962,0.001925783,,,
,,,0.040076116,596.7151538,,601.6270442,2996.507819,,604.9910512,1.72646924,0.005754897,,,
,,,0.040402707,597.6666397,,602.628724,2991.848413,,606.0590127,0.284007989,0.000946693,,,
,,,0.041036372,599.6603528,,603.6487306,2955.669154,,607.1146022,0.725473124,0.002418244,,,
,,,0.041372243,600.6449487,,604.6115024,2946.69831,,608.297649,0.03482317,0.000116077,,,
,,,0.04169841,601.7277204,,606.4908211,2936.475032,,609.4727946,0.238142583,0.000793809,,,
,,,0.04203406,602.6073542,,607.4939335,2944.364379,,610.62089,0.495659553,0.001652199,,,
,,,0.042379181,603.5475599,,608.4096217,2979.787785,,611.6721564,2.261985946,0.007539953,,,
,,,0.042705021,604.6319734,,609.3395533,2959.004607,,612.71084,1.013366668,0.003377889,,,
,,,0.043346805,606.5351582,,610.285364,2946.270264,,613.7653979,0.496450772,0.001654836,,,
,,,0.043681901,607.5363575,,611.2552355,2953.270508,,614.8165235,0.298192592,0.000993975,,,
,,,0.043997746,608.3683658,,613.1630002,2927.864446,,615.962993,0.687328232,0.002291094,,,
,,,0.044313492,609.3200231,,614.1063266,2916.022687,,617.1028297,1.093576384,0.003645255,,,
,,,0.044629138,610.2566014,,615.0462201,2902.478337,,618.1293225,0.329383547,0.001097945,,,
,,,0.044954245,611.2280261,,616.0046993,2887.898084,,619.161318,0.38589099,0.001286303,,,
,,,0.045594588,613.2547752,,616.8928232,2856.108804,,620.1945948,0.04883128,0.000162771,,,
,,,0.045919381,614.123871,,617.8307916,2883.479758,,621.2130077,0.675839127,0.002252797,,,
,,,0.046244068,614.9648318,,618.7787011,2893.916937,,622.3348548,0.372750073,0.0012425,,,
,,,0.046578196,615.9965559,,620.5862747,2857.910607,,623.447146,0.54671301,0.001822377,,,
,,,0.046893128,616.8845094,,621.5151124,2839.769564,,624.5592169,0.725771507,0.002419238,,,
,,,0.0472175,617.8593871,,622.4563733,2821.095258,,625.5596361,1.04333176,0.003477773,,,
,,,0.047541766,618.7801535,,623.395943,2808.411222,,626.5631747,1.500690449,0.005002301,,,
,,,0.048170925,620.5748269,,624.2757969,2796.130052,,627.5567259,1.992906272,0.006643021,,,
,,,0.048494882,621.4865565,,625.1812077,2772.024336,,628.5425728,2.492622532,0.008308742,,,
,,,0.048828259,622.4932102,,626.9731706,2742.44083,,629.6243099,1.498675684,0.004995586,,,
,,,0.049161524,623.411831,,627.8557676,2751.309389,,630.7051387,1.306606701,0.004355356,,,
,,,0.049475643,624.2643226,,628.7724437,2747.987688,,631.6821152,0.060432755,0.000201443,,,
,,,0.049799179,625.1622722,,629.6366322,2733.235768,,632.6589096,0.436996247,0.001456654,,,
,,,0.050455443,626.9811328,,630.5177616,2726.825085,,633.6311721,0.526020944,0.001753403,,,
,,,0.050778662,627.8700085,,631.3937987,2726.626,,634.7052216,0.578052958,0.001926843,,,
,,,0.051111278,628.7887917,,632.2674358,2731.550456,,635.7587682,1.193346768,0.003977823,,,
,,,0.051424786,629.5785994,,634.0348521,2745.041483,,636.8099395,1.239877318,0.004132924,,,
,,,0.051747691,630.5184036,,634.9125862,2739.721052,,637.8637522,1.34348971,0.004478299,,,
,,,0.052070492,631.4351712,,635.7763253,2723.11354,,638.8139137,0.001832943,6.10981E-06,,,
,,,0.052393189,632.2844532,,636.6366343,2724.891784,,639.7786386,0.347590789,0.001158636,,,
,,,0.053038271,633.9999568,,637.5308426,2728.519702,,640.72818,0.125219883,0.0004174,,,
,,,0.053360656,634.8897309,,639.2211105,2671.245348,,641.7623025,0.409683551,0.001365612,,,
,,,0.05367346,635.7739214,,640.0327371,2685.404335,,642.7955837,0.937589075,0.003125297,,,
,,,0.053986165,636.6611582,,640.8919726,2668.157219,,643.7330582,2.14152505,0.007138417,,,
,,,0.054308245,637.5391542,,641.7795529,2646.776239,,644.6811757,1.58737196,0.00529124,,,
,,,0.054933162,639.2450446,,642.6010132,2647.724555,,645.6090215,0.921010153,0.003070034,,,
,,,0.055245474,640.0003234,,643.4825972,2658.821504,,646.5464946,0.968593548,0.003228645,,,
,,,0.055567148,640.8957128,,644.3244303,2650.728509,,647.5739664,2.559645622,0.008532152,,,
,,,0.055898176,641.7687675,,646.0376611,2624.310671,,648.5812345,2.459253946,0.008197513,,,
,,,0.056210187,642.5514106,,646.8211738,2640.750154,,649.6090523,1.882045558,0.006273485,,,
,,,0.056541001,643.5722551,,647.6603451,2624.248238,,650.5353132,1.605234742,0.005350782,,,
,,,0.056862259,644.3197935,,648.4917613,2633.638213,,651.4508976,2.684102845,0.008947009,,,
,,,0.057504465,645.968261,,649.3310079,2645.214328,,652.3530584,2.743788475,0.009145962,,,
,,,0.057806537,646.8386849,,650.153244,2621.798967,,653.2571233,0.444297939,0.001480993,,,
,,,0.058127389,647.6823146,,651.8201637,2588.275713,,654.2639098,2.90563242,0.009685441,,,
,,,0.058438705,648.5333811,,652.6833225,2543.208304,,655.2430651,2.464859812,0.008216199,,,
,,,0.058759354,649.2463254,,653.4763013,2536.444365,,656.1337897,2.832251756,0.009440839,,,
,,,0.059070474,650.2060249,,654.281719,2520.324941,,657.0198608,1.174211195,0.003914037,,,
,,,0.059701843,651.7986571,,655.1095755,2505.057924,,657.8906404,0.792792857,0.002642643,,,
,,,0.060031505,652.6376682,,655.877286,2484.363007,,658.7812875,1.083116883,0.00361039,,,
,,,0.060342229,653.5701533,,656.6327974,2462.113538,,659.6723485,0.961685653,0.003205619,,,
,,,0.06067168,654.3046089,,658.2590235,2488.605866,,660.6484777,0.518511205,0.001728371,,,
,,,0.061001022,655.078945,,659.0278432,2525.87038,,661.6125483,0.809507383,0.002698358,,,
,,,0.061311445,655.8017617,,659.8357866,2535.71396,,662.4864831,2.364147253,0.007880491,,,
,,,0.061621772,656.6699652,,660.6528666,2491.805758,,663.3754264,1.416390323,0.004721301,,,
,,,0.062270326,658.3074038,,661.4626719,2486.016814,,664.2544842,2.68722312,0.00895741,,,
,,,0.062580355,659.0184227,,662.2377097,2490.086789,,665.1252046,3.148840367,0.010496135,,,
,,,0.062899679,659.8151783,,663.03879,2475.095042,,666.0783271,0.267570047,0.0008919,,,
,,,0.063218901,660.6123082,,664.644018,2433.693347,,667.0151404,0.256114144,0.000853714,,,
,,,0.063538021,661.4071699,,665.4050547,2419.62187,,667.9682082,0.758267584,0.002527559,,,
,,,0.063847658,662.3204324,,666.16042,2403.451617,,668.8285678,0.96788667,0.003226289,,,
,,,0.064175955,663.0984941,,666.9534896,2415.571294,,669.6856703,1.528161194,0.005093871,,,
,,,0.064832228,664.5869252,,667.7257576,2454.78764,,670.529906,3.81568256,0.012718942,,,
,,,0.065150834,665.3466001,,668.4665589,2451.570306,,671.3664815,3.40533867,0.011351129,,,
,,,0.065469338,666.1728168,,670.023715,2443.749697,,672.2991918,0.212168914,0.00070723,,,
,,,0.065797104,667.0189128,,670.7854134,2420.003944,,673.2233647,0.422761346,0.001409204,,,
,,,0.066115402,667.7266982,,671.5666608,2410.657049,,674.0618445,1.503994755,0.005013316,,,
,,,0.066414885,668.4487917,,672.3222033,2422.093421,,674.8969732,0.397575127,0.00132525,,,
,,,0.067050987,669.9852728,,673.0707534,2401.843795,,675.8056312,4.549010343,0.015163368,,,
,,,0.067359538,670.7517518,,673.8208672,2372.785719,,676.7289824,3.63568054,0.012118935,,,
,,,0.06767734,671.6761047,,674.5574868,2343.244543,,677.6467472,2.833353709,0.009444512,,,
,,,0.06799504,672.3301608,,676.0316887,2388.73395,,678.5632058,0.839079228,0.002796931,,,
,,,0.0683033,673.0605231,,676.7888229,2403.816673,,679.4793135,1.081403544,0.003604678,,,
,,,0.068620802,673.7709384,,677.5635435,2400.196138,,680.2889029,0.730186484,0.002433955,,,
,,,0.068938203,674.5480916,,678.3266222,2388.35621,,681.0940819,4.514661217,0.015048871,,,
,,,0.069563375,676.121091,,679.7946095,2374.902083,,681.9895219,2.279213561,0.007597379,,,
,,,0.069880477,676.7663486,,680.6004681,2332.172436,,682.8879194,1.171792122,0.003905974,,,
,,,0.070197479,677.5315907,,681.3668159,2259.411123,,683.692334,3.515779325,0.011719264,,,
,,,0.07051438,678.2679099,,682.008999,2268.72753,,684.4853214,1.651003576,0.005503345,,,
,,,0.071129254,679.854027,,682.7002164,2232.197945,,685.2994385,1.979428156,0.006598094,,,
,,,0.071455171,680.6403218,,683.4116073,2239.086725,,686.1074161,0.991443359,0.003304811,,,
,,,0.071780981,681.320406,,684.1275873,2265.080622,,686.9734832,3.629501097,0.012098337,,,
,,,0.072078772,682.0190658,,685.5684928,2348.793981,,687.8517915,1.864928159,0.006216427,,,
,,,0.072404379,682.793061,,686.3083885,2349.084331,,688.7441264,3.083981921,0.01027994,,,
,,,0.07272988,683.4073957,,687.0952668,2328.939917,,689.5355597,2.20958194,0.007365273,,,
,,,0.07304598,684.0129594,,687.823573,2319.968913,,690.327293,3.168256377,0.010560855,,,
,,,0.07367788,685.5905507,,688.5615504,2281.924861,,691.0925872,4.330069156,0.014433564,,,
,,,0.073984393,686.3534871,,689.2825541,2245.14474,,691.8738128,3.459793687,0.011532646,,,
,,,0.074300097,687.0937584,,690.6286978,2224.923122,,692.7221259,2.479729567,0.008265765,,,
,,,0.074606419,687.7772083,,691.3530714,2177.935145,,693.5916568,0.302507439,0.001008358,,,
,,,0.074931205,688.6474601,,692.0177567,2180.018382,,694.3767488,2.259960712,0.007533202,,,
,,,0.075255884,689.290864,,692.6825842,2220.147896,,695.1522281,5.643183755,0.018810613,,,
,,,0.075867851,690.5876653,,693.3933804,2252.106405,,695.9317564,5.182425905,0.017274753,,,
,,,0.076192227,691.3121699,,694.1190654,2249.947557,,696.7784103,2.606591627,0.008688639,,,
,,,0.076507234,692.043974,,694.8487035,2242.594972,,697.6169761,1.367712245,0.004559041,,,
,,,0.076812882,692.7134503,,696.2474481,2227.356672,,698.4647936,2.921184941,0.009737283,,,
,,,0.077136952,693.4790869,,696.9786897,2206.516367,,699.2966456,2.318644626,0.007728815,,,
,,,0.077451662,693.9814057,,697.7033302,2203.851796,,700.0495653,1.862449659,0.006208166,,,
,,,0.077766272,694.8082394,,698.3745599,2147.28921,,700.7906553,3.578425701,0.011928086,,,
,,,0.078385951,696.2822774,,699.0304157,2105.140317,,701.556298,0.250228074,0.000834094,,,
,,,0.078709512,697.1166425,,700.3075809,2136.074928,,702.3810273,1.625163285,0.005417211,,,
,,,0.079032967,697.6534931,,700.9918138,2189.265309,,703.2091373,0.549594614,0.001831982,,,
,,,0.079347081,698.291484,,701.672409,2241.627246,,703.9647495,6.977399053,0.023257997,,,
,,,0.079670331,699.0597284,,702.3570983,2194.819681,,704.7124214,0.640326059,0.00213442,,,
,,,0.080288831,700.333335,,703.0670597,2224.716123,,705.4681703,1.04866038,0.003495535,,,
,,,0.080602551,701.0261793,,703.7596459,2224.96336,,706.2118931,4.831576085,0.016105254,,,
,,,0.080916172,701.6117636,,704.4571099,2218.863417,,707.021446,0.55543299,0.001851443,,,
,,,0.081211255,702.2949073,,705.8196342,2109.594349,,707.8353859,0.375710642,0.001252369,,,
,,,0.081524686,703.0585548,,706.478557,2058.97701,,708.6388932,2.122203313,0.007074011,,,
,,,0.081828804,703.7864527,,707.1087499,2060.334621,,709.398489,0.972151384,0.003240505,,,
,,,0.08213283,704.5442774,,707.7510418,2074.794273,,710.1356216,5.378596716,0.017928656,,,
,,,0.082768221,705.7140473,,708.3998805,2106.979398,,710.8640353,11.62764797,0.038758827,,,
,,,0.083090367,706.5127184,,709.0345621,2117.651267,,711.6013302,11.39201964,0.037973399,,,
,,,0.083412408,707.1338452,,710.3735836,2194.282965,,712.4098744,3.572775679,0.011909252,,,
,,,0.083734347,707.7552255,,711.0965773,2158.397776,,713.2269708,2.031251871,0.00677084,,,
,,,0.084046988,708.4135042,,711.7648614,2138.475951,,713.9358018,9.377588151,0.031258627,,,
,,,0.084359531,708.9884121,,712.4524648,2139.408998,,714.6326704,3.929083429,0.013096945,,,
,,,0.084965953,710.3445312,,713.1237598,2106.038356,,715.3283248,3.439555371,0.011465185,,,
,,,0.085278209,711.1119115,,713.7973772,2035.457513,,716.1055397,3.037194129,0.01012398,,,
,,,0.085581188,711.7758438,,714.4181155,1997.952361,,716.8946812,1.672692446,0.005575641,,,
,,,0.085902429,712.5504089,,715.6121086,1971.265319,,717.6792838,0.297326294,0.000991088,,,
,,,0.086223567,713.1469116,,716.2212339,2052.815507,,718.4513888,3.049180131,0.010163934,,,
,,,0.086544601,713.6895685,,716.8401465,2103.896429,,719.1502854,15.37708921,0.051256964,,,
,,,0.086856365,714.39088,,717.4593593,2092.384291,,719.8442127,8.341766481,0.027805888,,,
,,,0.087470438,715.6904023,,718.1143987,2091.612605,,720.5717951,1.452399808,0.004841333,,,
,,,0.087791073,716.3422795,,719.4501413,2091.594513,,721.3528088,1.720757204,0.005735857,,,
,,,0.088093292,716.7240097,,720.1453465,2066.758322,,722.1296101,1.31693154,0.004389772,,,
,,,0.088386265,717.383729,,720.7875691,2030.403428,,722.8097064,3.212294987,0.01070765,,,
,,,0.088688303,718.0367333,,721.4127146,1991.089889,,723.4913128,5.663180967,0.01887727,,,
,,,0.089301253,719.5453438,,721.9964194,1920.317043,,724.2032221,7.084564253,0.023615214,,,
,,,0.089612159,720.2491847,,722.5825257,1919.985338,,724.9173896,5.176657387,0.017255525,,,
,,,0.089932108,720.7509917,,723.2026078,1968.879603,,725.6754084,1.756019076,0.005853397,,,
,,,0.090251954,721.3398248,,724.4420158,2047.055432,,726.4377909,1.508141963,0.00502714,,,
,,,0.090571698,721.9804722,,725.0548532,2076.339109,,727.1956553,3.357184871,0.011190616,,,
,,,0.090882209,722.5876248,,725.7346502,2032.208231,,727.8885389,2.183033599,0.007276779,,,
,,,0.091201752,723.2722515,,726.3752084,2021.561993,,728.5839467,5.032992726,0.016776642,,,
,,,0.091831409,724.4128528,,727.0792212,2049.964129,,729.2724917,2.590721714,0.008635739,,,
,,,0.092132409,725.0279444,,727.7075032,2012.704786,,729.9487757,0.817427941,0.00272476,,,
,,,0.092442435,725.6662112,,728.8878687,1936.506245,,730.6941098,1.226839502,0.004089465,,,
,,,0.092752366,726.3836415,,729.4742544,1912.68966,,731.4419932,1.763462134,0.005878207,,,
